idolId,accounts,onlyAccounts,tweets
1,0,0,0
2,0,0,0
3,0,0,0
4,392,180,1074
5,0,0,0
6,993,575,3829
7,243,118,668
8,0,0,0
9,239,97,718
10,47,12,52
11,0,0,0
12,0,0,0
13,0,0,0
14,107,26,230
15,0,0,0
16,58,17,132
17,807,411,2151
18,582,288,1525
19,0,0,0
20,613,367,2096
21,79,23,114
22,0,0,0
23,0,0,0
24,279,128,503
25,0,0,0
26,509,292,1198
27,0,0,0
28,0,0,0
29,71,22,140
30,110,46,245
31,118,39,301
32,0,0,0
33,0,0,0
34,1365,744,4103
35,0,0,0
36,168,74,358
37,323,105,801
38,113,25,239
39,132,48,312
40,148,57,315
41,0,0,0
45,141,47,259
47,85,25,130
48,131,65,279
49,176,74,362
50,0,0,0
51,54,14,114
52,104,33,238
53,88,36,147
54,0,0,0
55,680,321,2326
56,186,68,441
57,447,201,1446
58,371,193,795
59,0,0,0
60,139,26,308
61,98,32,167
62,513,259,1717
63,0,0,0
64,0,0,0
65,202,73,536
66,0,0,0
67,0,0,0
68,776,424,2174
69,946,491,3766
70,89,21,117
71,105,37,188
72,187,89,451
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,366,204,721
78,0,0,0
79,676,362,1601
80,0,0,0
81,0,0,0
82,175,63,476
83,165,79,357
84,0,0,0
85,0,0,0
86,190,89,453
87,189,72,471
88,0,0,0
89,0,0,0
90,1454,846,4640
91,1227,629,3566
92,2097,1330,5254
93,190,87,324
94,0,0,0
95,33,6,61
96,881,475,2492
97,0,0,0
98,0,0,0
99,60,22,128
100,106,45,223
101,0,0,0
102,101,30,197
103,72,24,279
104,469,198,1751
105,0,0,0
110,57,24,106
111,398,215,1373
112,174,72,319
113,199,84,517
114,0,0,0
115,58,19,99
116,205,85,474
117,116,45,300
118,489,233,1241
119,734,364,2110
120,0,0,0
121,0,0,0
122,447,207,1241
123,0,0,0
124,829,451,2433
125,475,210,1381
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,834,497,2507
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,0
136,360,178,1071
137,0,0,0
138,0,0,0
139,231,91,525
140,128,48,264
141,76,19,125
142,226,67,651
143,0,0,0
144,63,12,136
145,74,22,227
146,0,0,0
147,0,0,0
149,0,0,0
150,0,0,0
151,101,41,194
153,0,0,0
154,0,0,0
155,170,56,309
156,347,154,623
157,0,0,0
158,0,0,0
159,0,0,0
160,34,16,82
161,0,0,0
162,1414,791,3632
163,0,0,0
164,0,0,0
165,103,36,187
166,43,14,87
167,409,215,1136
168,0,0,0
169,0,0,0
170,253,121,616
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,85,23,204
176,160,47,391
181,0,0,0
184,0,0,0
185,85,24,186
186,0,0,0
187,74,25,126
188,244,103,692
189,970,522,3003
190,72,12,136
191,0,0,0
192,0,0,0
193,0,0,0
194,153,35,447
195,140,49,267
196,346,149,888
197,0,0,0
198,1,0,1
200,680,434,1476
204,0,0,0
205,0,0,0
206,0,0,0
1001,0,0,0
1002,0,0,0
1003,0,0,0
1004,0,0,0
