idolId,accounts,onlyAccounts,tweets
1,432,195,1121
2,309,131,825
3,371,173,1207
4,79,40,189
5,344,147,1168
6,109,39,230
7,58,20,162
8,449,236,1545
9,78,36,200
10,22,6,22
11,563,292,1934
12,760,471,2625
13,453,212,1380
14,40,9,112
15,385,214,833
16,19,3,35
17,131,58,254
18,74,26,154
19,310,148,917
20,130,73,349
21,26,5,37
22,184,68,628
23,139,58,257
24,57,18,111
25,370,161,1133
26,112,53,224
27,1265,850,3534
28,611,347,1435
29,32,9,60
30,41,12,85
31,46,12,104
32,514,317,1335
33,285,153,805
34,139,69,302
35,566,389,1132
36,44,16,118
37,44,15,163
38,38,7,48
39,28,5,42
40,33,8,71
41,215,91,661
45,24,5,38
47,23,4,28
48,64,24,150
49,39,11,54
50,728,494,2025
51,29,8,70
52,40,14,99
53,27,6,42
54,301,128,870
55,121,55,368
56,35,9,57
57,40,5,84
58,84,39,135
59,921,613,2869
60,29,6,43
61,29,6,34
62,60,25,187
63,341,131,960
64,252,121,693
65,42,8,87
66,325,151,779
67,434,187,1343
68,128,78,267
69,93,34,248
70,21,3,23
71,37,18,53
72,46,14,124
73,244,114,759
74,1082,697,3376
75,245,134,909
76,222,101,699
77,94,51,195
78,446,239,1072
79,98,40,232
80,201,72,550
81,279,144,753
82,52,16,115
83,54,30,143
84,534,256,2082
85,504,293,1259
86,43,15,73
87,55,14,157
88,513,250,1415
89,1049,656,3666
90,146,75,395
91,115,50,301
92,208,121,435
93,40,11,46
94,157,54,390
95,16,1,34
96,106,56,261
97,670,400,1861
98,437,248,1025
99,30,5,49
100,29,12,75
101,508,252,1501
102,26,1,48
103,26,6,112
104,84,30,203
105,339,180,1129
110,24,7,36
111,106,54,286
112,47,14,65
113,47,15,108
114,436,296,880
115,32,7,58
116,47,14,59
117,25,7,40
118,98,34,206
119,87,31,179
120,302,144,673
121,143,68,334
122,70,30,145
123,787,488,2577
124,96,43,277
125,84,31,255
126,636,365,1653
127,431,252,1246
128,143,44,316
129,224,105,458
130,122,62,288
131,607,351,1335
132,376,116,1111
133,314,133,1014
134,344,132,1335
135,772,419,2905
136,80,41,298
137,288,144,976
138,251,118,634
139,46,20,85
140,39,17,59
141,17,3,28
142,49,11,127
143,225,114,588
144,22,5,30
145,24,6,62
146,421,215,976
147,168,70,377
149,202,96,531
150,78,24,214
151,43,13,99
153,209,136,763
154,131,44,334
155,27,8,53
156,57,18,91
157,542,318,1348
158,131,52,275
159,353,172,887
160,13,7,42
161,231,111,680
162,106,49,182
163,487,231,1106
164,341,154,1007
165,33,7,75
166,17,4,32
167,60,29,158
168,658,366,2476
169,172,87,415
170,60,28,144
171,246,95,844
172,480,321,1211
173,422,178,1607
174,197,98,744
175,29,9,64
176,31,5,109
181,208,98,493
184,318,164,588
185,29,5,53
186,218,88,711
187,32,15,45
188,34,9,82
189,98,34,217
190,20,0,28
191,73,17,115
192,109,49,236
193,145,70,300
194,41,14,118
195,39,10,105
196,56,17,117
197,212,82,650
198,841,520,1840
200,82,41,186
204,464,164,1275
205,340,121,679
206,739,412,1954
1001,408,125,1353
1002,348,117,1125
1003,502,164,1234
1004,387,141,650
